

     H1(P,E+NU)H2        
    t9       reaction rate
  0.010        1.84E-44
  0.011        1.05E-42
  0.012        3.81E-41
  0.013        9.44E-40
  0.014        1.71E-38
  0.015        2.38E-37
  0.016        2.64E-36
  0.018        1.88E-34
  0.020        7.41E-33
  0.025        1.18E-29
  0.030        3.28E-27
  0.040        1.22E-23
  0.050        4.26E-21
  0.060        3.76E-19
  0.070        1.43E-17
  0.080        3.66E-16
  0.090        7.74E-15
  0.100        1.18E-13
  0.110        1.21E-12
  0.120        8.63E-12
  0.130        4.60E-11
  0.140        1.93E-10
  0.150        6.72E-10
  0.160        2.01E-09
  0.180        1.33E-08
  0.200        7.19E-08
  0.250        3.43E-06
  0.300        7.00E-05
  0.350        6.31E-04
  0.400        3.25E-03
  0.450        1.15E-02
  0.500        3.13E-02
  0.600        1.56E-01
  0.700        7.32E-01
  0.800        3.59E+00
  0.900        1.50E+01
  1.000        4.98E+01
  1.250        4.54E+02
  1.500        1.98E+03
  1.750        5.65E+03
  2.000        1.23E+04
  2.500        3.62E+04
  3.000        7.33E+04
  3.500        1.20E+05
  4.000        1.73E+05
  5.000        2.85E+05
  6.000        3.92E+05
  7.000        4.88E+05
  8.000        5.71E+05
  9.000        6.42E+05
 10.000        7.02E+05


 



     C11(P,G)N12                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        2.35E-41
  0.003        1.63E-35
  0.004        7.88E-32
  0.005        3.28E-29
  0.006        3.27E-27
  0.007        1.29E-25
  0.008        2.67E-24
  0.009        3.45E-23
  0.010        3.14E-22
  0.011        2.16E-21
  0.012        1.19E-20
  0.013        5.48E-20
  0.014        2.17E-19
  0.015        7.59E-19
  0.016        2.38E-18
  0.018        1.81E-17
  0.020        1.03E-16
  0.025        3.42E-15
  0.030        4.93E-14
  0.040        2.42E-12
  0.050        3.88E-11
  0.060        3.24E-10
  0.070        1.77E-09
  0.080        7.18E-09
  0.090        2.36E-08
  0.100        6.58E-08
  0.110        1.62E-07
  0.120        3.59E-07
  0.130        7.34E-07
  0.140        1.40E-06
  0.150        2.52E-06
  0.160        4.32E-06
  0.180        1.12E-05
  0.200        2.57E-05
  0.250        1.36E-04
  0.300        4.92E-04
  0.350        1.45E-03
  0.400        4.03E-03
  0.450        1.15E-02
  0.500        3.22E-02
  0.600        1.91E-01
  0.700        7.41E-01
  0.800        2.05E+00
  0.900        4.49E+00
  1.000        8.30E+00
  1.250        2.40E+01
  1.500        4.63E+01
  1.750        7.16E+01
  2.000        9.65E+01
  2.500        1.38E+02
  3.000        1.66E+02
  3.500        1.83E+02
  4.000        1.91E+02
  5.000        1.94E+02
  6.000        1.87E+02
  7.000        1.75E+02
  8.000        1.62E+02
  9.000        1.50E+02
 10.000        1.39E+02


 



     C12(P,G)N13                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        8.51E-39
  0.003        6.04E-33
  0.004        2.95E-29
  0.005        1.24E-26
  0.006        1.24E-24
  0.007        4.88E-23
  0.008        1.01E-21
  0.009        1.31E-20
  0.010        1.19E-19
  0.011        8.18E-19
  0.012        4.51E-18
  0.013        2.07E-17
  0.014        8.19E-17
  0.015        2.86E-16
  0.016        8.96E-16
  0.018        6.76E-15
  0.020        3.85E-14
  0.025        1.26E-12
  0.030        1.79E-11
  0.040        8.57E-10
  0.050        1.34E-08
  0.060        1.10E-07
  0.070        5.86E-07
  0.080        2.34E-06
  0.090        7.54E-06
  0.100        2.07E-05
  0.110        5.01E-05
  0.120        1.10E-04
  0.130        2.21E-04
  0.140        4.16E-04
  0.150        7.40E-04
  0.160        1.25E-03
  0.180        3.20E-03
  0.200        7.18E-03
  0.250        3.87E-02
  0.300        1.75E-01
  0.350        7.46E-01
  0.400        2.70E+00
  0.450        7.89E+00
  0.500        1.90E+01
  0.600        7.10E+01
  0.700        1.79E+02
  0.800        3.52E+02
  0.900        5.86E+02
  1.000        8.68E+02
  1.250        1.69E+03
  1.500        2.52E+03
  1.750        3.24E+03
  2.000        3.77E+03
  2.500        4.31E+03
  3.000        4.40E+03
  3.500        4.34E+03
  4.000        4.26E+03
  5.000        4.12E+03
  6.000        3.94E+03
  7.000        3.75E+03
  8.000        3.56E+03
  9.000        3.37E+03
 10.000        3.19E+03


 



     C12(A,G)O16                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        2.66E-50
  0.013        9.64E-49
  0.014        2.45E-47
  0.015        4.63E-46
  0.016        6.80E-45
  0.018        7.85E-43
  0.020        4.67E-41
  0.025        1.65E-37
  0.030        8.28E-35
  0.040        6.93E-31
  0.050        4.17E-28
  0.060        5.40E-26
  0.070        2.59E-24
  0.080        6.27E-23
  0.090        9.19E-22
  0.100        9.23E-21
  0.110        6.90E-20
  0.120        4.08E-19
  0.130        1.99E-18
  0.140        8.30E-18
  0.150        3.03E-17
  0.160        9.85E-17
  0.180        7.92E-16
  0.200        4.74E-15
  0.250        1.67E-13
  0.300        2.48E-12
  0.350        2.10E-11
  0.400        1.21E-10
  0.450        5.27E-10
  0.500        1.86E-09
  0.600        1.46E-08
  0.700        7.43E-08
  0.800        2.81E-07
  0.900        8.56E-07
  1.000        2.22E-06
  1.250        1.49E-05
  1.500        6.94E-05
  1.750        2.88E-04
  2.000        1.09E-03
  2.500        9.70E-03
  3.000        4.91E-02
  3.500        1.72E-01
  4.000        4.80E-01
  5.000        2.50E+00
  6.000        9.30E+00
  7.000        2.76E+01
  8.000        6.92E+01
  9.000        1.53E+02
 10.000        3.05E+02


 



     C12(A,N)O15                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        0.00E+00
  0.700        0.00E+00
  0.800        8.06E-47
  0.900        7.28E-41
  1.000        4.23E-36
  1.250        1.61E-27
  1.500        8.45E-22
  1.750        1.04E-17
  2.000        1.21E-14
  2.500        2.40E-10
  3.000        1.77E-07
  3.500        1.99E-05
  4.000        6.91E-04
  5.000        9.99E-02
  6.000        2.78E+00
  7.000        3.01E+01
  8.000        1.80E+02
  9.000        7.31E+02
 10.000        2.25E+03


 



     C13(P,G)N14                             
    t9       reaction rate
  0.001        2.17E-50
  0.002        2.69E-38
  0.003        1.96E-32
  0.004        9.71E-29
  0.005        4.12E-26
  0.006        4.15E-24
  0.007        1.65E-22
  0.008        3.44E-21
  0.009        4.47E-20
  0.010        4.07E-19
  0.011        2.81E-18
  0.012        1.55E-17
  0.013        7.14E-17
  0.014        2.83E-16
  0.015        9.90E-16
  0.016        3.11E-15
  0.018        2.35E-14
  0.020        1.34E-13
  0.025        4.39E-12
  0.030        6.27E-11
  0.040        3.01E-09
  0.050        4.71E-08
  0.060        3.84E-07
  0.070        2.05E-06
  0.080        8.15E-06
  0.090        2.62E-05
  0.100        7.18E-05
  0.110        1.73E-04
  0.120        3.78E-04
  0.130        7.59E-04
  0.140        1.43E-03
  0.150        2.53E-03
  0.160        4.27E-03
  0.180        1.08E-02
  0.200        2.41E-02
  0.250        1.22E-01
  0.300        4.46E-01
  0.350        1.48E+00
  0.400        4.91E+00
  0.450        1.51E+01
  0.500        4.04E+01
  0.600        1.92E+02
  0.700        5.95E+02
  0.800        1.38E+03
  0.900        2.62E+03
  1.000        4.34E+03
  1.250        1.04E+04
  1.500        1.80E+04
  1.750        2.60E+04
  2.000        3.35E+04
  2.500        4.55E+04
  3.000        5.27E+04
  3.500        5.62E+04
  4.000        5.73E+04
  5.000        5.66E+04
  6.000        5.46E+04
  7.000        5.19E+04
  8.000        4.89E+04
  9.000        4.60E+04
 10.000        4.32E+04


 



     C13(P,N)N13                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        6.21E-43
  0.350        9.93E-36
  0.400        2.51E-30
  0.450        3.99E-26
  0.500        9.16E-23
  0.600        1.01E-17
  0.700        4.00E-14
  0.800        2.00E-11
  0.900        2.52E-09
  1.000        1.20E-07
  1.250        1.26E-04
  1.500        1.30E-02
  1.750        3.57E-01
  2.000        4.27E+00
  2.500        1.38E+02
  3.000        1.39E+03
  3.500        7.29E+03
  4.000        2.52E+04
  5.000        1.43E+05
  6.000        4.59E+05
  7.000        1.06E+06
  8.000        1.99E+06
  9.000        3.26E+06
 10.000        4.85E+06


 



     C13(A,N)O16                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        1.09E-48
  0.011        1.12E-46
  0.012        6.77E-45
  0.013        2.66E-43
  0.014        7.28E-42
  0.015        1.48E-40
  0.016        2.31E-39
  0.018        3.02E-37
  0.020        2.00E-35
  0.025        9.00E-32
  0.030        5.51E-29
  0.040        6.38E-25
  0.050        4.98E-22
  0.060        8.01E-20
  0.070        4.64E-18
  0.080        1.32E-16
  0.090        2.25E-15
  0.100        2.58E-14
  0.110        2.18E-13
  0.120        1.44E-12
  0.130        7.81E-12
  0.140        3.58E-11
  0.150        1.43E-10
  0.160        5.08E-10
  0.180        4.78E-09
  0.200        3.30E-08
  0.250        1.58E-06
  0.300        3.01E-05
  0.350        3.20E-04
  0.400        2.28E-03
  0.450        1.23E-02
  0.500        5.30E-02
  0.600        5.87E-01
  0.700        3.80E+00
  0.800        1.68E+01
  0.900        5.61E+01
  1.000        1.54E+02
  1.250        1.10E+03
  1.500        4.87E+03
  1.750        1.60E+04
  2.000        4.17E+04
  2.500        1.75E+05
  3.000        4.83E+05
  3.500        1.02E+06
  4.000        1.78E+06
  5.000        3.78E+06
  6.000        6.06E+06
  7.000        8.27E+06
  8.000        1.02E+07
  9.000        1.19E+07
 10.000        1.32E+07


 



     C14(P,G)N15                             
    t9       reaction rate
  0.001        0.00E+00
  0.002        1.87E-39
  0.003        1.39E-33
  0.004        7.00E-30
  0.005        3.00E-27
  0.006        3.04E-25
  0.007        1.21E-23
  0.008        2.53E-22
  0.009        3.31E-21
  0.010        3.02E-20
  0.011        2.09E-19
  0.012        1.15E-18
  0.013        5.32E-18
  0.014        2.11E-17
  0.015        7.38E-17
  0.016        2.32E-16
  0.018        1.75E-15
  0.020        1.00E-14
  0.025        3.28E-13
  0.030        4.66E-12
  0.040        2.22E-10
  0.050        3.45E-09
  0.060        2.79E-08
  0.070        1.47E-07
  0.080        5.82E-07
  0.090        1.85E-06
  0.100        5.02E-06
  0.110        1.20E-05
  0.120        2.59E-05
  0.130        5.17E-05
  0.140        9.63E-05
  0.150        1.70E-04
  0.160        2.87E-04
  0.180        7.49E-04
  0.200        1.87E-03
  0.250        1.86E-02
  0.300        1.44E-01
  0.350        7.31E-01
  0.400        2.64E+00
  0.450        7.42E+00
  0.500        1.74E+01
  0.600        6.46E+01
  0.700        1.69E+02
  0.800        3.52E+02
  0.900        6.25E+02
  1.000        9.92E+02
  1.250        2.27E+03
  1.500        3.94E+03
  1.750        5.82E+03
  2.000        7.78E+03
  2.500        1.16E+04
  3.000        1.51E+04
  3.500        1.81E+04
  4.000        2.07E+04
  5.000        2.48E+04
  6.000        2.76E+04
  7.000        2.92E+04
  8.000        3.01E+04
  9.000        3.03E+04
 10.000        3.02E+04


 



     C14(P,N)N14                             
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        2.16E-47
  0.070        7.06E-40
  0.080        3.06E-34
  0.090        7.43E-30
  0.100        2.40E-26
  0.110        1.78E-23
  0.120        4.41E-21
  0.130        4.68E-19
  0.140        2.55E-17
  0.150        8.18E-16
  0.160        1.70E-14
  0.180        2.68E-12
  0.200        1.54E-10
  0.250        2.27E-07
  0.300        2.97E-05
  0.350        9.72E-04
  0.400        1.34E-02
  0.450        1.04E-01
  0.500        5.43E-01
  0.600        6.88E+00
  0.700        4.71E+01
  0.800        2.25E+02
  0.900        8.37E+02
  1.000        2.54E+03
  1.250        2.10E+04
  1.500        9.01E+04
  1.750        2.57E+05
  2.000        5.66E+05
  2.500        1.69E+06
  3.000        3.45E+06
  3.500        5.71E+06
  4.000        8.25E+06
  5.000        1.36E+07
  6.000        1.88E+07
  7.000        2.33E+07
  8.000        2.73E+07
  9.000        3.07E+07
 10.000        3.35E+07


 



     C14(A,G)O18                             
    t9       reaction rate
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        5.00E-50
  0.013        1.80E-48
  0.014        4.53E-47
  0.015        8.48E-46
  0.016        1.23E-44
  0.018        1.41E-42
  0.020        8.26E-41
  0.025        2.85E-37
  0.030        1.81E-34
  0.040        6.76E-28
  0.050        1.35E-23
  0.060        9.48E-21
  0.070        9.87E-19
  0.080        3.13E-17
  0.090        4.51E-16
  0.100        3.75E-15
  0.110        2.09E-14
  0.120        8.66E-14
  0.130        2.85E-13
  0.140        7.87E-13
  0.150        1.88E-12
  0.160        4.01E-12
  0.180        1.39E-11
  0.200        3.71E-11
  0.250        2.06E-10
  0.300        6.55E-10
  0.350        4.90E-09
  0.400        1.12E-07
  0.450        1.55E-06
  0.500        1.27E-05
  0.600        2.96E-04
  0.700        2.75E-03
  0.800        1.44E-02
  0.900        5.17E-02
  1.000        1.42E-01
  1.250        8.58E-01
  1.500        2.77E+00
  1.750        6.27E+00
  2.000        1.14E+01
  2.500        2.56E+01
  3.000        4.28E+01
  3.500        6.06E+01
  4.000        7.75E+01
  5.000        1.06E+02
  6.000        1.28E+02
  7.000        1.43E+02
  8.000        1.53E+02
  9.000        1.60E+02
 10.000        1.64E+02


 



      N13(P,G)O14                            
    t9       reaction rate
  0.002        1.00E-43
  0.003        3.21E-37
  0.004        4.06E-33
  0.005        3.34E-30
  0.006        5.59E-28
  0.007        3.33E-26
  0.008        9.66E-25
  0.009        1.67E-23
  0.010        1.93E-22
  0.011        1.65E-21
  0.012        1.10E-20
  0.013        5.96E-20
